1	27
0	231
0	6
0	6
0	575
0	262
0	251
0	4
0	9
35	12
0	88
0	12
0	96
0	27
0	89
0	5
0	55
0	27
0	3
0	140
0	94
0	105
0	76
0	84
0	15
0	19
0	15
0	54
0	3
7	42
0	11
0	7
0	192
0	79
0	101
0	119
0	119
0	119
10	10
0	26
0	155
0	2
0	69
1	1
0	97
0	85
0	24
0	13
0	6
0	144
0	10
0	80
0	68
0	6
0	111
0	124
0	2
0	111
0	41
0	78
5	7
0	0
0	132
0	143
0	113
0	0
0	22
0	38
4	11
0	7
0	534
0	254
0	83
0	8
0	1
0	75
4	10
0	76
0	42
0	17
0	54
0	0
0	255
2	106
0	4
0	149
0	147
0	943
0	5
0	107
0	401
0	299
0	94
2	172
0	40
0	18
0	20
0	20
0	175
0	9
0	8
0	17
0	9
0	8
0	0
0	102
0	10
0	5
0	63
0	67
0	17
0	154
0	29
0	5
0	134
1	39
0	20
0	14
0	109
0	0
0	269
0	62
0	58
0	3
0	6
10	19
0	22
0	1
0	4
1	6
0	6
0	423
0	0
14	14
0	11
0	66
0	244
0	7
0	8
0	0
0	93
0	115
0	443
0	30
0	52
0	0
0	0
0	0
0	0
0	0
0	259
0	0
0	0
0	152
0	249
0	0
0	81
0	0
0	87
0	2
0	16
0	0
0	93
0	23
0	3
0	6
0	411
0	12
2	72
0	8
0	90
0	52
0	585
0	97
1	73
0	0
0	9
0	78
5	156
0	216
0	111
0	101
0	13
0	228
0	103
34	48
0	127
8	112
0	222
0	312
0	58
0	78
0	56
16	52
0	0
21	22
0	11
0	15
0	30
0	42
0	17
0	17
0	171
0	24
0	0
0	66
0	33
0	76
3	4
3	121
0	71
0	68
15	29
0	12
0	238
0	6
0	4
0	253
5	8
0	137
0	94
0	66
0	76
0	73
0	8
0	4
0	7
0	253
0	327
0	0
0	118
5	33
1	6
0	4
0	29
0	23
0	10
0	39
4	40
0	0
8	35
0	9
0	368
0	19
20	29
0	28
0	1
0	103
0	12
0	39
0	16
0	15
0	46
0	43
0	0
0	28
0	20
0	112
0	75
0	88
0	3
0	12
0	10
0	87
0	0
0	161
0	187
0	75
0	0
0	0
0	88
2	11
0	82
0	0
0	91
0	493
0	54
0	225
0	4
0	11
0	28
0	54
0	110
0	126
0	74
0	16
0	3
0	8
0	6
1	10
0	0
0	7
5	16
0	11
0	8
1	11
0	130
0	8
0	8
0	52
0	455
0	0
0	9
0	14
0	11
1	3
0	106
0	74
0	7
0	8
0	125
0	9
0	113
0	140
0	10
17	114
0	0
0	68
0	90
0	20
1	7
0	560
0	513
0	15
0	14
13	8
0	10
1	8
0	31
0	340
0	11
0	79
2	88
0	11
0	127
0	85
0	13
0	45
0	19
20	33
0	88
5	40
0	14
0	12
0	17
0	58
0	16
0	23
0	21
0	56
0	32
0	28
0	165
0	0
0	30
0	40
21	45
15	33
0	0
0	34
0	7
0	10
0	63
0	0
48	48
0	40
16	40
0	22
0	49
0	80
39	53
0	35
0	0
0	127
0	137
0	68
0	37
0	152
0	149
0	56
0	0
0	101
0	0
0	155
0	4
0	0
0	9
30	112
0	223
1	12
0	4
38	84
0	4
0	25
0	0
0	0
0	8
0	5
0	0
0	105
0	322
0	49
1	140
13	115
0	124
0	207
0	56
5	36
18	47
0	13
0	0
0	0
0	48
0	374
0	126
0	5
0	324
0	89
0	1
0	0
0	32
5	108
0	107
0	20
0	0
0	11
0	52
0	50
0	45
0	46
0	124
0	0
0	0
0	87
0	0
0	131
0	33
138	0
0	43
0	106
0	17
1	23
0	8
0	16
0	163
0	266
0	17
0	6
0	73
0	41
8	32
0	16
1	28
0	2
0	0
1	9
0	2
0	166
0	4
0	284
0	270
0	132
0	92
0	32
0	45
0	215
0	24
0	1
0	5
0	0
0	0
0	116
0	63
0	0
1	43
0	22
0	146
0	18
0	48
0	46
0	42
0	0
0	37
39	60
0	14
0	8
0	10
0	35
22	51
0	482
0	18
0	92
0	19
0	5
0	30
0	9
0	115
0	97
0	95
0	13
0	8
0	30
15	39
2	2
1	177
0	163
0	93
0	0
7	14
0	19
0	28
0	14
0	62
16	81
0	50
0	141
0	4
0	25
20	42
0	30
0	27
0	0
0	25
0	75
0	269
3	10
0	55
0	47
0	10
0	153
0	65
0	586
0	2
0	8
0	0
0	136
0	11
68	17
0	37
12	64
0	81
0	26
0	38
0	64
0	73
21	62
1	87
0	111
13	15
0	13
0	0
0	92
0	0
0	88
0	9
0	0
0	0
0	87
0	10
0	0
0	343
0	92
0	146
0	277
0	266
4	29
0	99
0	84
0	28
0	0
0	15
0	7
0	6
0	73
0	575
0	116
3	25
0	161
0	10
0	136
0	0
0	16
0	14
0	3
0	3
0	59
0	3
6	9
0	0
0	95
0	0
0	1
0	3
0	0
0	64
0	0
0	172
0	8
2	93
0	13
0	33
0	0
0	34
0	19
0	74
0	40
0	0
0	58
0	148
0	116
0	6
0	73
0	144
16	40
0	181
0	91
0	4
0	24
0	13
0	111
0	13
0	11
0	0
2	119
0	17
0	0
0	74
0	15
0	307
7	154
0	149
0	119
19	26
20	42
0	14
1	12
17	55
0	102
0	19
0	0
0	212
0	7
0	10
0	34
0	3
0	9
0	16
0	171
0	149
0	8
0	179
0	60
0	99
0	43
0	33
0	17
0	80
0	50
0	70
0	116
0	300
0	0
0	117
6	14
0	61
0	93
0	87
0	75
0	87
0	81
0	26
0	0
0	118
0	121
0	114
0	6
0	8
0	2
0	6
0	82
29	31
0	88
0	24
0	4
0	161
0	41
0	590
0	5
0	508
0	247
0	194
0	149
0	53
0	53
0	0
0	112
0	200
0	191
0	0
0	128
0	26
0	86
0	81
0	5
0	59
0	92
0	74
0	80
0	114
0	73
0	113
0	6
0	88
0	15
0	22
25	102
0	513
0	9
29	35
0	39
0	113
0	0
0	11
0	107
0	78
0	181
0	199
0	216
0	68
0	44
0	162
0	21
0	15
0	55
0	33
3	8
0	26
0	5
0	0
0	0
0	157
0	12
0	33
3	123
0	95
0	77
0	28
0	65
0	14
0	65
0	23
0	4
0	6
0	440
0	14
0	15
0	28
0	142
0	208
0	162
0	5
9	20
0	33
0	68
0	28
4	33
3	23
0	0
0	166
0	85
0	184
0	45
0	26
0	61
3	106
0	81
0	48
0	81
0	0
0	19
0	1
0	48
1	53
0	52
0	21
0	23
0	208
11	230
0	121
0	136
0	190
0	74
0	111
0	0
0	53
0	0
0	0
0	87
0	117
0	123
0	8
0	2
0	10
0	0
0	437
0	397
0	741
0	113
0	127
0	0
0	318
0	162
0	523
0	160
0	42
0	8
1	7
0	0
0	123
0	204
0	297
0	64
2	11
0	63
0	63
0	61
0	321
0	454
0	17
0	10
0	47
0	10
0	19
0	30
0	169
0	217
6	12
0	489
0	127
0	0
0	2
0	21
0	22
0	39
0	268
0	0
0	0
0	0
0	48
2	12
0	8
44	79
4	166
0	16
0	0
1	6
0	22
3	49
0	0
0	86
0	22
0	0
0	23
0	0
0	52
4	4
0	12
0	0
0	99
0	110
0	2
0	5
0	203
0	153
0	174
0	55
0	3
0	2
0	36
0	148
0	4
0	104
0	34
6	17
5	15
0	2
0	7
0	71
0	7
0	12
0	8
0	425
0	12
0	5
2	72
5	24
0	138
0	0
0	32
0	149
0	91
0	131
0	152
0	18
0	0
0	0
0	134
0	91
0	20
0	42
0	50
2	122
0	0
0	303
0	231
0	56
0	61
0	52
0	413
0	14
0	127
0	113
0	147
0	50
0	4
0	149
0	143
0	22
0	5
0	161
0	11
0	0
0	153
1	16
0	12
0	75
0	85
0	199
0	95
0	0
0	119
0	197
0	0
0	7
0	6
68	106
0	55
0	6
18	55
0	19
0	23
0	23
