0	106
0	108
0	72
0	8
0	263
6	12
4	75
0	120
0	31
1	28
0	8
0	63
0	12
11	53
0	10
0	17
16	202
0	362
0	5
0	119
0	8
0	169
3	31
0	119
0	0
0	130
0	0
0	86
0	19
0	82
0	199
0	1
0	16
0	86
0	172
0	14
0	48
0	13
0	82
0	72
0	2
0	128
0	0
0	48
0	63
0	16
0	319
3	10
0	74
0	83
0	16
0	21
0	85
0	3
0	83
12	212
0	142
0	219
0	19
0	86
0	9
0	149
0	8
0	23
0	12
0	13
0	108
0	120
0	16
0	30
0	90
0	529
6	11
0	99
0	88
0	59
0	11
0	32
0	121
0	312
0	283
0	39
7	33
0	31
0	135
20	44
0	0
0	95
0	8
0	7
0	30
0	8
0	15
0	28
0	119
0	110
0	0
0	145
0	119
0	535
0	12
4	21
0	96
0	73
0	71
0	86
1	56
0	100
0	85
0	18
0	3
0	91
0	266
0	0
0	76
0	83
0	0
0	0
0	0
0	16
0	74
0	7
0	402
2	74
10	18
0	10
0	89
0	48
0	154
0	34
0	76
0	148
0	10
0	143
0	134
3	3
0	21
0	195
0	184
0	161
0	63
0	0
0	14
0	38
0	5
0	4
0	20
0	43
0	0
0	75
0	67
0	143
0	96
0	9
0	4
0	2
0	19
0	4
0	3
0	75
0	0
0	8
0	79
0	50
0	15
1	4
0	170
0	6
0	13
0	20
0	27
0	1
0	12
0	0
0	72
0	249
0	175
0	2
0	4
0	301
0	253
1	6
0	193
0	0
0	0
0	0
0	18
2	139
0	11
0	126
7	49
0	7
0	4
0	0
1	83
0	53
0	25
0	3
0	1
0	7
0	86
0	62
0	154
0	84
0	17
0	84
0	37
0	170
0	171
0	10
14	35
8	22
0	0
0	11
0	9
0	72
0	15
0	20
0	768
